epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.129972139994304,3.5857028812402496,14.23556942277691,46.821372854914195
1,3.101560632387797,1.9532880143330733,42.1411856474259,76.24804992199688
2,2.4586697022120156,1.3457122659906395,59.59438377535101,88.41653666146645
3,2.17255175113678,0.9502547289391575,72.91341653666147,93.93525741029642
4,1.9489258726437886,0.7206010506045242,80.16770670826833,96.41185647425897
5,1.788062334060669,0.5815559184867395,84.90639625585024,97.60140405616225
6,1.6492093602816265,0.5194246051092044,87.65600624024961,98.12792511700468
7,1.59586896498998,0.4717512919266771,89.50858034321372,98.61544461778472
8,1.5377911527951558,0.45310367102184085,90.56162246489859,98.81045241809673
9,1.4819491306940715,0.44000996367979717,91.80967238689547,99.00546021840874
10,1.50544277826945,0.4172702259652886,92.72620904836194,99.08346333853355
11,1.4136768182118733,0.4243796314352574,93.05772230889235,99.27847113884556
12,1.3807803591092427,0.40761886334828396,93.48673946957878,99.37597503900156
13,1.3675573468208313,0.4102461364079563,94.07176287051482,99.41497659906396
14,1.3262149691581726,0.40141746294851793,94.30577223088923,99.41497659906396
15,1.309930443763733,0.39556265844383776,94.59828393135726,99.41497659906396
16,1.2693100372950237,0.3859432892940718,94.73478939157566,99.47347893915757
17,1.2631260951360066,0.4161786393330733,95.12480499219969,99.49297971918877
18,1.2737042903900146,0.3817117723771451,95.2808112324493,99.51248049921998
19,1.2883982459704082,0.38944428870904835,95.3978159126365,99.55148205928238
20,1.18838632106781,0.39854871538611547,95.3393135725429,99.53198127925117
21,1.215161919593811,0.3665731492540952,95.45631825273011,99.55148205928238
22,1.2035058339436848,0.36934743991322155,95.59282371294852,99.53198127925117
23,1.2203645904858906,0.37077571970066303,95.70982839313572,99.60998439937597
24,1.227264364560445,0.34006770427067085,96.00234009360375,99.57098283931357
25,1.2464917699495952,0.3786320202808112,96.00234009360375,99.59048361934478
26,1.2167809009552002,0.366137809574883,95.94383775351014,99.55148205928238
27,1.2368162075678508,0.3277269860325663,96.25585023400936,99.57098283931357
28,1.1759984493255615,0.3557963021645866,96.33385335413416,99.62948517940718
29,1.1709511876106262,0.35008242126560063,96.19734789391576,99.59048361934478
30,1.1247081557909648,0.351978415074103,96.33385335413416,99.60998439937597
31,1.194917102654775,0.3475777898303432,96.37285491419657,99.66848673946959
32,1.1258043050765991,0.3329819130265211,96.35335413416537,99.62948517940718
33,1.1524386207262676,0.3513156932527301,96.52886115444618,99.66848673946959
34,1.1938274304072063,0.3330310458512091,96.35335413416537,99.70748829953199
35,1.078553855419159,0.31132804882507803,96.64586583463338,99.62948517940718
36,1.1023699442545574,0.33338716361154447,96.58736349453979,99.66848673946959
37,1.175682246685028,0.3114533565717629,96.68486739469579,99.66848673946959
38,1.1033219794432323,0.3008638997903666,96.68486739469579,99.68798751950078
39,1.0970648229122162,0.3127658504777691,96.7823712948518,99.68798751950078
40,1.1010150909423828,0.29924784882020283,96.8408736349454,99.66848673946959
41,1.0912713607152302,0.2886842915122855,96.899375975039,99.7854914196568
42,1.0938878258069356,0.2985504674093214,96.8798751950078,99.7854914196568
43,1.1525706748167674,0.2869600721528861,96.8213728549142,99.74648985959439
44,1.1139748692512512,0.2944198822640406,97.07488299531981,99.74648985959439
45,1.1200118660926819,0.3026163038709048,97.05538221528862,99.76599063962558
46,1.0503292679786682,0.2900718177164587,96.8798751950078,99.84399375975039
47,1.0218559801578522,0.26980090922386896,96.899375975039,99.80499219968799
48,1.0993648171424866,0.28342860276911075,97.13338533541342,99.76599063962558
49,1.0871439576148987,0.2715552176774571,97.01638065522621,99.84399375975039
50,1.1078414122263591,0.2790664458609594,97.01638065522621,99.76599063962558
51,1.1097567478815715,0.2714401935452418,97.26989079563182,99.80499219968799
52,0.9904685020446777,0.29158198554504683,97.28939157566303,99.7854914196568
53,1.0217118859291077,0.2691343786563963,97.15288611544462,99.80499219968799
54,1.0736497044563293,0.2702324401569813,97.30889235569423,99.80499219968799
55,1.1286163330078125,0.2894189986349454,97.11388455538221,99.8244929797192
56,1.0465044279893239,0.25258156810647425,97.25039001560063,99.8634945397816
57,1.015554964542389,0.26382765271548364,97.19188767550702,99.8634945397816
58,1.0436977942784627,0.25279447701345553,97.36739469578784,99.8634945397816
